pl_name,pl_bmasse,pl_rade,pl_eqt,st_teff,sy_dist
Kepler-371 b,4.23,1.89,554.0,5666.0,813.192
Kepler-147 b,2.96,1.53,953.0,6012.0,1042.02
Kepler-132 d,3.02,1.55,758.0,6003.0,349.549
Kepler-208 c,2.51,1.39,1141.0,6092.0,775.328
Kepler-487 c,7.65,2.68,487.0,5444.0,872.343
Kepler-316 c,1.65,1.16,577.0,4204.0,384.938
Kepler-313 b,6.94,2.53,883.0,5727.0,1079.39524871
Kepler-372 c,5.02,2.09,755.0,6509.0,1493.95
Kepler-373 b,2.42,1.36,1054.0,5787.0,1090.45
HD 176986 c,2097.98531461,,558.0,4931.0,27.7843
Kepler-151 c,5.02,2.09,544.0,5460.0,649.919
Kepler-386 c,3.12,1.58,513.0,5178.0,882.462
Kepler-215 c,3.78,1.77,675.0,5739.0,485.997
Kepler-404 b,2.15,1.27,730.0,5654.0,812.524
NGTS-33 b,1153.71711741,18.38272835,1991.0,7437.0,437.855
OGLE-2018-BLG-1428L b,240.0,14.0,,,6220.0
HAT-P-30 b,263.7989,16.14096,1630.0,6304.0,213.985
TOI-1288 c,85.7,11.1,,5388.0,114.865
Kepler-317 b,109.8,2.09,976.0,5497.0,940.584
Kepler-319 c,7.41,2.63,876.0,5526.0,503.436
Kepler-375 c,7.51,2.65,720.0,5826.0,1238.81
Kepler-356 c,3.93,1.81,913.0,6133.0,707.559
Kepler-387 b,1.08,1.03,994.0,5774.0,801.052
Kepler-388 b,0.457,0.81,830.0,4498.0,425.0
Kepler-224 e,4.54,1.97,517.0,5018.0,782.088
Kepler-226 d,1.98,1.22,800.0,5571.0,980.138
Kepler-348 b,2.92,1.52,1196.0,6177.0,570.783
Kepler-338 b,30.6,2.44,1005.0,5923.0,552.798
Kepler-376 c,3.86,1.79,873.0,5900.0,923.067
Kepler-377 c,4.9,2.06,677.0,5949.0,823.804
Kepler-389 b,2.89,1.51,1047.0,5376.0,816.559
Kepler-118 b,4.5,1.96,784.0,5274.0,574.228
Kepler-123 c,2.79,1.48,706.0,6089.0,1021.66
Kepler-243 c,4.62,1.99,559.0,5228.0,693.86
GJ 3470 b,13.9,4.57,593.5,3600.0,29.4214
Kepler-379 c,5.86,2.29,530.0,6054.0,731.274
Kepler-112 c,6.35,2.4,538.0,5544.0,513.206
Kepler-137 c,4.19,1.88,568.0,5187.0,302.979
Kepler-390 b,0.477,0.82,786.0,5166.0,435.277
K2-400 b,1.67,1.163,,3578.0,62.3804
HD 6860 b,8981.83078182,11.9,,3802.0,61.12469
WASP-155 b,276.8285425,13.45077684,1468.0,5660.0,399.63
Kepler-351 c,11.1,3.19,431.0,5643.0,1083.91
Kepler-327 b,1.41,1.11,682.0,3799.0,241.987
Kepler-114 b,1.09,1.26,586.0,4605.0,259.533
Kepler-358 c,8.5,2.85,411.0,5908.0,1101.1
Kepler-169 c,1.92,1.21,776.0,4997.0,406.529
Kepler-236 b,3.09,1.57,469.0,3750.0,288.763
Kepler-141 c,2.57,1.41,738.0,4910.0,301.183
Kepler-858 b,21.1,4.87,399.0,5653.0,298.532
Kepler-855 b,52.7,8.35,996.0,5835.0,1506.58
Kepler-321 c,5.99,2.32,752.0,5740.0,384.542
Kepler-349 b,94.5,1.9,972.0,5956.0,940.724
Kepler-353 c,2.48,1.38,472.0,3903.0,384.694
Kepler-359 c,2.9,4.3,512.0,6248.0,1443.21
Kepler-173 b,2.21,1.29,1179.0,6031.0,833.165
K2-29 b,232.0159,13.33871,1171.0,5358.0,178.475
Kepler-180 b,2.86,1.5,781.0,5731.0,695.65
Kepler-244 d,15.2,2.31,622.0,5554.0,1036.49
Kepler-254 c,3.2,2.15,787.0,5957.0,1389.48
WASP-92 b,255.85315,16.376349,1871.0,6280.0,575.889
TOI-6109 b,21.1,4.8704,700.0,5660.0,151.738
Kepler-619 d,16.2,4.17,830.0,6122.0,900.678
Kepler-138 d,2.1,1.51,345.0,3841.0,66.8624
Kepler-330 c,4.46,1.95,573.0,5117.0,717.527
Kepler-1243 b,3.71,1.75,690.0,5667.0,758.17
Kepler-360 b,3.36,1.65,1116.0,6053.0,876.044
Kepler-49 e,1.03815,1.56,371.0,4252.0,311.222
Kepler-140 b,3.22,1.61,1301.0,6077.0,583.859
Kepler-122 d,5.48,2.2,747.0,6050.0,1027.45
HIP 113103 b,4.0,1.829,721.0,4930.0,46.2122
HD 28109 d,5.8,3.11,561.0,6189.0,139.611
Kepler-37 c,1.3,0.755,615.0,5357.0,63.9207
Kepler-268 c,11.4,3.38,471.0,6081.0,851.87
Kepler-171 c,7.08,2.56,752.0,5642.0,863.855
Kepler-133 c,8.45,2.84,663.0,5736.0,653.6
Kepler-185 b,1.71,1.17,1237.0,5208.0,466.735
WASP-50 b,466.828704,13.069694,1394.84,5400.0,184.848
HD 167768 b,270.15414595,13.9,,4851.0,107.214
Kepler-346 b,7.56,2.66,1008.0,6033.0,984.105
Kepler-718 b,,16.56,1497.0,6191.0,1302.33
Kepler-720 b,53.4,8.41,1162.0,5618.0,1065.37
Kepler-1241 b,7.41,2.63,612.0,5261.0,968.722
Kepler-495 b,23.8,5.23,1200.0,5346.0,658.924
Kepler-281 b,324.0,2.82,694.0,5723.0,1745.45
Kepler-288 b,3.43,1.67,1197.0,5918.0,1194.15
Kepler-394 b,3.19,1.6,1035.0,6402.0,1058.72
Kepler-189 b,1.92,1.21,678.0,5235.0,591.534
HD 27894 d,2063.65984665,12.7,,4875.0,43.8214
TOI-2986 b,96.61983573,9.292245,1622.0,5906.0,563.149
WASP-154 b,198.96058278,10.76062147,994.0,4774.0,215.501
Kepler-1990 c,0.904,0.98,1170.0,5751.0,392.739
Kepler-148 b,3.89,1.8,1284.0,5272.0,791.163
Kepler-178 c,8.65,2.88,656.0,5676.0,716.025
Kepler-686 b,,12.15,1539.0,5649.0,1490.94
Kepler-468 b,,13.34,484.0,5498.0,442.871
Kepler-953 c,1.81,1.19,873.0,5416.0,258.893
Kepler-342 b,5.69,2.25,905.0,6175.0,781.611
Kepler-334 c,2.63,1.43,822.0,5828.0,426.59
Kepler-291 c,4.19,1.88,1035.0,6002.0,1786.48
Kepler-298 c,4.38,1.93,416.0,4465.0,518.204
Kepler-190 c,2.73,1.46,948.0,5106.0,433.387
Kepler-191 c,4.12,1.86,596.0,5282.0,594.464
BD-08 2823 c,104.0,12.5,,4746.0,41.3342
HD 10180 f,23.9,5.24,,5911.0,38.9607
Kepler-207 c,2.86,1.5,1556.0,5920.0,875.519
Kepler-224 b,2.51,1.39,937.0,5018.0,782.088
TOI-5678 b,20.0,4.91,513.0,5485.0,165.393
TOI-836.01,9.6,2.587,665.0,4552.0,27.5024
HIP 75092 b,568.91284853,13.5,,4891.0,81.6696
Kepler-337 c,4.86,2.05,1017.0,5684.0,677.975
Kepler-299 d,4.12,1.86,729.0,5617.0,1052.24
Kepler-953 b,16.5,4.21,410.0,5416.0,258.893
Kepler-493 b,,15.13,1438.0,6457.0,1745.77
Kepler-303 c,1.55,1.14,521.0,3944.0,209.738
Kepler-137 b,2.76,1.47,742.0,5187.0,302.979
WASP-77 A b,529.31142902,13.56,1674.0,5617.0,105.166
HD 22946 d,26.57,2.607,546.0,6169.0,62.7792
Kepler-68 e,86.4493267,11.2,,5847.0,144.166
Kepler-228 b,2.96,1.53,1360.0,6043.0,1644.61
Kepler-238 c,152.522,2.39,1146.0,5751.0,1798.75
KOI-7368 b,5.56,2.22,805.0,5241.0,264.995
TOI-6008 b,4.0,1.03,707.0,3075.0,23.1008
Kepler-188 b,3.46,1.68,1463.0,6021.0,968.544
Kepler-126 b,4.11726105,1.52,1009.0,6239.0,237.401
HD 134606 c,11.31,3.37,,5576.0,26.7909
TOI-6324 b,1.17,1.059,1216.0,3247.0,20.5488
TOI-1422 b,9.5,3.83,870.0,5840.0,155.141
Kepler-136 c,4.62,1.99,847.0,6165.0,420.818
Kepler-198 c,6.66,2.47,465.0,5574.0,495.358
Kepler-398 b,0.749,0.93,755.0,4493.0,177.355
Kepler-244 c,4.86,2.05,791.0,5554.0,1036.49
Kepler-247 b,3.33,1.64,970.0,5100.0,663.711
TOI-5786 b,73.0,8.54,1040.0,6235.0,192.475
KMT-2021-BLG-0192L b,34.96112477,6.56,,,5120.0
TOI-4914 b,227.0,12.87,894.0,5805.0,299.89
K2-185 c,6.3,2.39,477.0,5788.0,268.357
Kepler-301 d,3.71,1.75,725.0,5815.0,719.166
Kepler-301 c,2.39,1.35,989.0,5815.0,719.166
Kepler-342 d,6.76,2.49,658.0,6175.0,781.611
Kepler-191 b,2.36,1.34,722.0,5282.0,594.464
Kepler-194 d,6.35,2.4,562.0,6089.0,1097.97
Kepler-208 e,2.79,1.48,880.0,6092.0,775.328
Kepler-344 c,9.01,2.95,360.0,5774.0,1002.94
Kepler-304 d,8.0,2.75,611.0,4731.0,434.684
Kepler-304 c,5.35,2.17,746.0,4731.0,434.684
Kepler-81 d,1.92,1.21,418.0,4500.0,348.291
Kepler-548 b,,11.99,1017.0,5535.0,751.776
Kepler-723 b,,12.19,1016.0,5539.0,1071.8
Kepler-197 e,0.693,0.91,691.0,6004.0,330.575
Kepler-200 c,3.15,1.59,806.0,5678.0,665.912
Kepler-346 c,9.64,3.07,654.0,6033.0,984.105
Kepler-350 b,16.9,1.85,1037.0,6186.0,956.859
Kepler-306 e,5.77,2.27,390.0,4954.0,775.679
Kepler-84 e,7.27,2.6,672.0,6031.0,1023.9
Kepler-265 e,7.22,2.59,476.0,5835.0,1280.25
Kepler-217 c,4.08,1.85,1208.0,6171.0,1104.64
Kepler-220 d,0.904,0.98,401.0,4632.0,171.109
Kepler-351 b,4.8,3.06,498.0,5643.0,1083.91
Kepler-352 b,0.566,0.86,694.0,5212.0,252.733
Kepler-84 d,2.48,1.38,1254.0,6031.0,1023.9
Kepler-310 d,7.0,2.47,353.0,5797.0,602.268
Kepler-282 b,1.01,1.01,817.0,5602.0,1337.61
Kepler-282 c,1.87,1.2,717.0,5602.0,1337.61
Kepler-220 e,2.33,1.33,341.0,4632.0,171.109
Kepler-154 c,9.01,2.95,454.0,5690.0,915.212
Kepler-353 b,0.64,0.89,534.0,3903.0,384.694
Kepler-85 e,0.6,1.27,559.0,5436.0,765.025
Kepler-55 e,3.02,1.55,728.0,4503.0,578.796
Kepler-310 b,1.81,1.19,665.0,5797.0,602.268
Kepler-286 e,3.78,1.77,539.0,5580.0,1226.85
Kepler-368 c,14.3,3.88,575.0,5502.0,770.978
Kepler-356 b,3.09,1.57,1294.0,6133.0,707.559
Kepler-354 d,2.07,1.24,451.0,4648.0,554.064
Kepler-313 c,7.13,2.57,683.0,5727.0,1079.39524871
Kepler-142 b,4.62,1.99,1597.0,5790.0,548.686
Kepler-487 b,,11.42,662.0,5444.0,872.343
Kepler-506 b,7.9,2.73,1080.0,6236.0,228.439
K2-419 A b,196.0,10.55,377.0,3711.0,268.685
TOI-4794 b,308.29355479,14.35870428,1673.0,6390.0,543.008
K2-398 c,22.8,5.098,,5946.0,606.992
Kepler-299 e,4.16,1.87,534.0,5617.0,1052.24
Kepler-372 b,2.42,1.36,1081.0,6509.0,1493.95
Kepler-378 c,0.271,0.7,414.0,4661.0,152.094
Kepler-357 c,7.61,2.67,576.0,5036.0,688.573
Kepler-308 c,5.31,2.16,714.0,5895.0,1335.92
Kepler-124 b,0.315,0.73,892.0,4984.0,420.046
Kepler-235 b,5.6,2.23,731.0,4255.0,428.018
Kepler-392 c,1.37,1.1,901.0,5938.0,681.428
Kepler-360 c,5.06,2.1,860.0,6053.0,876.044
Kepler-363 b,1.65,1.16,1347.0,5593.0,762.596
Kepler-319 d,5.86,2.29,528.0,5526.0,503.436
Kepler-319 b,3.29,1.63,1023.0,5526.0,503.436
Kepler-398 c,1.01,1.01,536.0,4493.0,177.355
Kepler-399 b,0.84,0.96,773.0,5502.0,740.537
Kepler-379 b,3.39,1.66,775.0,6054.0,731.274
Kepler-198 b,8.35,2.82,655.0,5574.0,495.358
Kepler-372 d,3.5,1.69,660.0,6509.0,1493.95
Kepler-146 b,13.3,3.71,639.0,5948.0,716.797
Kepler-250 b,1.51,1.13,938.0,5160.0,760.585
Kepler-390 c,0.418,0.79,630.0,5166.0,435.277
Kepler-373 c,2.07,1.24,729.0,5787.0,1090.45
Kepler-326 b,44.6,1.52,1127.0,5105.0,487.675
Kepler-325 c,6.99,2.54,721.0,5752.0,823.242
Kepler-46 d,3.33,1.64,845.0,5309.0,777.06
Kepler-142 c,8.55,2.86,1201.0,5790.0,548.686
Kepler-374 d,2.27,1.31,1272.0,5977.0,1265.61
Kepler-375 b,2.7,1.45,851.0,5826.0,1238.81
Kepler-256 b,3.15,1.59,1681.0,5551.0,1026.43
Kepler-327 d,3.64,1.73,387.0,3799.0,241.987
Kepler-403 c,3.71,1.75,604.0,6090.0,840.269
Kepler-209 c,9.8,3.1,486.0,5513.0,576.946
Kepler-246 c,2.86,1.5,667.0,5206.0,626.078
Kepler-250 d,5.39,2.18,579.0,5160.0,760.585
Kepler-376 b,1.24,1.07,1242.0,5900.0,923.067
Kepler-380 c,2.15,1.27,1056.0,6045.0,813.713
Kepler-130 d,3.33,1.64,451.0,5884.0,316.663
Kepler-252 b,2.04,1.23,587.0,4208.0,379.424
Kepler-255 b,3.02,1.55,971.0,5573.0,1052.53
Kepler-381 b,0.937,0.99,1576.0,6152.0,267.323
Kepler-383 c,2.07,1.24,406.0,4710.0,470.0
Kepler-331 d,3.33,1.64,346.0,4347.0,580.119
Kepler-333 c,1.41,1.11,386.0,4259.0,324.413
HATS-33 b,378.85336,13.78707,1429.0,5659.0,248.46
TOI-2154 b,292.40213444,16.28664896,1580.0,6280.0,296.46
TOI-2374 b,61.65871096,7.48759911,926.0,5002.0,134.655
TOI-4666 b,155.41809102,12.53164042,695.0,3793.0,154.749
WASP-194 b,373.13054982,15.47960235,1693.0,6405.0,476.831
HD 147379 b,21.6,4.94,,4090.0,10.7643
TOI-2338 b,1900.61387386,11.2089807,799.0,5581.0,313.996
Kepler-1979 b,,29.33,683.0,5942.0,1076.27
K2-407 c,2.42,1.36,,5563.0,218.376
K2-55 b,44.0,4.43,900.0,4300.0,159.522
K2-60 b,135.39558,7.655747,1400.0,5500.0,491.87
Kepler-405 c,19.6,4.66,557.0,5818.0,1065.08
Kepler-256 d,6.71,2.48,1097.0,5551.0,1026.43
Kepler-258 c,12.7,3.61,470.0,4942.0,575.988
Kepler-387 c,0.64,0.89,826.0,5774.0,801.052
Kepler-334 d,2.57,1.41,656.0,5828.0,426.59
Kepler-336 b,1.04,1.02,1625.0,5867.0,768.86
Kepler-149 c,3.22,1.61,436.0,5381.0,571.034
Kepler-393 c,2.33,1.33,901.0,6189.0,881.404
Kepler-292 c,2.76,1.47,1001.0,5299.0,1056.48
Kepler-337 b,2.99,1.54,1458.0,5684.0,677.975
Kepler-338 c,6.08,2.34,831.0,5923.0,552.798
K2-405 b,18.9,4.569,969.0,4927.0,197.234
TOI-1346 c,5.6,2.23,928.0,5099.0,115.45
Kepler-102 d,3.0,1.154,686.0,4909.0,107.796
HD 20329 b,7.42,1.72,2141.0,5596.0,63.6796
HIP 111909 c,257.44100967,13.9,,4891.0,88.077
Kepler-158 d,0.0472,0.43,,4895.97,315.177
Kepler-169 f,7.18,2.58,321.0,4997.0,406.529
Kepler-265 b,4.12,1.86,1022.0,5835.0,1280.25
Kepler-269 c,3.5,1.69,875.0,5847.0,2257.32
Kepler-395 b,1.08,1.03,576.0,4262.0,421.382
Kepler-298 d,6.8,2.5,277.0,4465.0,518.204
Kepler-339 c,7.3,1.15,914.0,5631.0,616.637
Kepler-339 d,14.7,1.17,796.0,5631.0,616.637
Kepler-171 d,4.23,1.89,497.0,5642.0,863.855
Kepler-174 d,5.43,2.19,212.0,4880.0,384.757
Kepler-272 d,5.69,2.25,777.0,5297.0,889.608
Kepler-206 d,1.81,1.19,681.0,5764.0,594.447
Kepler-122 c,29.0,5.87,897.0,6050.0,1027.45
Kepler-251 c,8.1,2.77,655.0,5526.0,924.625
Kepler-234 c,12.1,3.51,1025.0,6224.0,1733.1
KOI-1257 b,460.83,10.54,511.0,5520.0,656.0
OGLE-2008-BLG-355L b,1500.0,12.9,,,6800.0
Kepler-200 b,5.18,2.13,854.0,5678.0,665.912
Kepler-188 c,10.3,3.19,1025.0,6021.0,968.544
Kepler-252 c,5.27,2.15,499.0,4208.0,379.424
Kepler-1928 b,4.63,1.992,621.0,5720.0,326.362
Gaia-5 b,6633.07885409,12.1,,3447.0,41.1813
Kepler-1981 b,62.5,9.23,390.0,5874.0,659.395
TOI-3082 b,13.0,3.6621,1032.78,4263.0,113.048
WASP-8 b,807.2882,12.66617,1059.0,5600.0,89.9606
Kepler-107 b,3.8,1.536,1592.0,5854.0,525.997
GJ 508.2 b,587.98255295,,,3720.0,16.6374
TOI-6086 b,1.76,1.18,634.0,3200.0,31.4566
KELT-12 b,301.9385,19.95202,1800.0,6279.0,368.03
HIP 67851 b,365.50266805,13.7,,4840.0,64.1181
TOI-2443 b,4.8,2.363,519.0,4375.0,23.9258
Kepler-1983 b,6.04,2.33,807.0,5135.0,424.428
Kepler-421 b,16.1,4.16,185.0,5308.0,348.558
Kepler-343 c,4.74,2.02,746.0,5807.0,927.193
TOI-2141 d,14.9,3.97,491.4,5635.0,77.682
TOI-2719 b,29.9,5.98,1710.0,5762.0,588.368
NGTS-24 b,165.27077164,13.60770257,1499.0,5820.0,683.062
Kepler-190 b,3.05,1.56,1166.0,5106.0,433.387
Kepler-253 c,7.51,2.65,680.0,5208.0,838.595
Kepler-170 c,8.55,2.86,702.0,5679.0,738.657
Kepler-205 c,3.33,1.64,389.0,4321.0,159.72
KELT-7 b,441.7837,17.9344,2048.0,6768.0,136.681
WASP-127 b,52.346601,14.694999,1400.0,5620.0,159.507
TOI-216.02,18.75187601,8.0,628.0,5026.0,177.945
HATS-59 c,4036.441,12.3,175.9,5670.0,642.884
Kepler-202 b,3.29,1.63,802.0,4668.0,285.111
Kepler-214 c,5.18,2.13,619.0,6169.0,1208.44
Kepler-192 b,7.95,2.74,803.0,5479.0,651.674
Kepler-196 c,5.65,2.24,407.0,5128.0,451.312
Kepler-245 d,21.6,3.03,445.0,5100.0,861.527
Kepler-101 c,3.78,1.25,1413.0,5667.0,927.981
Kepler-154 b,5.73,2.26,561.0,5690.0,915.212
Kepler-359 d,2.7,4.01,464.0,6248.0,1443.21
Kepler-256 c,5.27,2.15,1315.0,5551.0,1026.43
Kepler-254 b,14.3,3.87,1013.0,5957.0,1389.48
Kepler-184 c,8.8,1.97,630.0,5788.0,610.326
Kepler-248 b,9.38,3.02,819.0,5190.0,738.792
KIC 10001893 b,,,,27500.0,1672.94
KIC 10001893 c,,,,27500.0,1672.94
Kepler-172 b,6.12,2.35,1256.0,5526.0,828.592
Kepler-205 b,2.89,1.51,757.0,4321.0,159.72
Kepler-257 c,25.2,5.41,881.0,5180.0,780.256
Kepler-217 b,5.6,2.23,1413.0,6171.0,1104.64
Kepler-174 c,2.83,1.49,377.0,4880.0,384.757
Kepler-251 d,8.1,2.77,536.0,5526.0,924.625
Kepler-423 b,189.101,13.361,1605.0,5560.0,758.753
HS Psc b,464.02947422,13.6,,4203.0,37.6604
EPIC 212587672 c,5.99,2.32,658.0,6004.0,320.07
TOI-2093 c,15.8,2.3,329.0,4426.0,82.7982
TOI-1266 b,4.46,2.52,415.0,3563.0,36.0118
HD 222237 b,1649.52943233,12.8,,4751.0,11.4469
WASP-195 b,33.05415433,10.31226224,1522.0,6300.0,484.852
TOI-4308 b,6.43,2.4189,763.05,5243.0,108.932
Kepler-1989 b,19.3,4.62,904.0,6032.0,1252.13
KELT-11 b,65.15482343,15.13212395,1712.0,5375.0,99.1596
HD 167677 b,905.81095995,13.2,,5474.0,54.3258
TOI-2095 b,4.1,1.25,347.0,3759.0,41.9176
HIP 29442 d,5.14,1.538,920.0,5289.0,68.192
TOI-1749 b,57.0,1.39,831.0,3985.0,99.5561
TOI-3819 b,352.78953177,13.13692538,1633.0,5859.0,558.141
KIC 10001893 d,,,,27500.0,1672.94
Kepler-361 b,2.7,1.45,1060.0,6169.0,930.32
Kepler-362 b,0.615,0.88,838.0,5788.0,1090.51
Kepler-218 c,10.0,3.14,500.0,5502.0,656.38
Kepler-193 b,6.3,2.39,979.0,6335.0,1009.1
Kepler-253 d,10.2,3.17,563.0,5208.0,838.595
Kepler-192 c,8.2,2.79,623.0,5479.0,651.674
TOI-561 b,2.02,1.397,2319.0,5342.0,85.799
TOI-1180 b,10.0,3.072,638.18,4738.0,72.0238
Kepler-1471 b,2.57,1.41,1238.0,5660.0,978.678
L 98-59 b,0.46,0.837,620.0,3415.0,10.6194
L 98-59 c,2.0,1.329,526.0,3415.0,10.6194
L 98-59 d,1.64,1.627,416.0,3415.0,10.6194
L 98-59 e,2.82,1.49,347.0,3415.0,10.6194
L 98-59 f,2.8,1.48,285.0,3415.0,10.6194
K2-414 b,1.98,1.219,,4343.0,260.036
HIP 29442 c,4.5,1.551,1123.0,5289.0,68.192
TOI-1174 b,32.0,2.562,713.83,5030.0,94.6375
WASP-136 b,479.92089457,16.81347105,1630.0,6250.0,275.587
TOI-1439 b,38.5,4.2427861,748.4,5841.0,230.306
HD 118203 c,3747.19691853,12.4,146.0,5742.0,92.2589
K2-331 c,7.85,2.72,673.0,5994.0,211.43
Kepler-93 b,4.66,1.478,1133.0,5669.0,95.9115
WASP-185 b,311.4734,14.01125,1160.0,5900.0,279.35
Kepler-365 c,3.33,1.64,729.0,6012.0,1038.99
Kepler-220 c,3.09,1.57,586.0,4632.0,171.109
Kepler-487 d,8.12,2.77513568,1226.0,5422.0,872.343
LP 791-18 b,1.94,1.212,564.3,2960.0,26.4927
K2-266 c,0.29013072,0.705,664.5,4285.0,77.5586
K2-389 b,6.04,2.33,932.0,5773.0,259.208
HD 191939 f,915.34581216,13.2,125.0,5348.0,53.6089
K2-413 b,0.363,0.7599,,4116.0,285.162
TOI-5716 b,0.84,0.96,400.0,3436.0,39.4122
HD 104985 b,1766.80811451,12.8,,4738.0,100.576
K2-332 b,5.48,2.2,266.0,3315.0,123.202
Kepler-409 b,6.0,1.199,438.0,5421.0,68.173
Kepler-522 b,38.2,6.91,761.0,6392.0,639.239
K2-199 c,12.4,2.85,694.0,4491.0,107.518
TOI-3688 A b,311.47183886,13.08088048,1534.0,5950.0,396.378
NGTS-30 b,305.11527072,10.40193409,500.0,5455.0,238.377
K2-389 c,4.82,2.04,,5782.0,259.208
HD 94890 b,676.97450691,13.3,,4867.0,61.7012
Kepler-670 b,,13.18,1219.0,5709.0,939.744
Kepler-196 b,4.27,1.9,536.0,5128.0,451.312
Kepler-221 c,9.3,2.93,860.0,5243.0,385.231
Kepler-163 c,5.73,2.26,648.0,5776.0,689.814
Kepler-97 c,344.0,,,5779.0,400.907
Kepler-407 c,4000.0,12.3,,5476.0,338.368
Kepler-427 b,92.17,13.79,1100.0,5800.0,1017.8
TOI-4961 b,572.0911326,12.34108775,919.0,5380.0,213.073
LHS 1678 c,1.4,0.941,510.9,3490.0,19.8782
HD 24040 b,1589.142035,12.9,,5802.0,46.6224
TOI-5489 c,2.18,1.28,536.0,3547.0,45.0907
Kepler-763 b,1.98,1.22,1414.0,5166.0,962.459
TOI-1759 b,10.8,3.14,443.0,4065.0,40.0654
TOI-5110 b,921.7023803,11.98240037,976.0,6160.0,392.259
WASP-148 c,124.58873554,13.9,590.0,5555.0,246.353
Kepler-207 d,11.0,3.31,1254.0,5920.0,875.519
Kepler-245 b,146.78,2.57,753.0,5100.0,861.527
Kepler-208 b,3.29,1.63,1379.0,6092.0,775.328
Kepler-246 b,6.08,2.34,896.0,5206.0,626.078
Kepler-179 c,4.66,2.0,810.0,5302.0,605.68
Kepler-226 c,45.2,2.27,919.0,5571.0,980.138
Kepler-113 b,11.7,1.82,775.0,4725.0,262.351
Kepler-48 d,7.93,2.04,448.0,5194.0,306.738
Kepler-199 b,9.85,3.11,595.0,5644.0,521.054
Kepler-237 c,4.98,2.08,687.0,4861.0,657.822
TOI-2525 c,208.8132634,10.13291855,399.96,5096.0,395.398
TOI-5489 b,2.54,1.4,624.0,3547.0,45.0907
HD 23079 b,845.42356262,13.2,,5994.0,33.4591
55 Cnc f,44.812,7.59,,5198.0,12.5855
Kepler-247 c,15.7,4.09,686.0,5100.0,663.711
Kepler-161 b,2.63,2.12,868.0,5078.0,434.632
Kepler-153 b,8.85,2.92,621.0,5404.0,459.368
Kepler-106 b,5.3,0.82,1021.0,5858.0,444.322
Kepler-100 d,3.0,1.61,670.0,5825.0,304.645
Kepler-274 b,2.99,1.54,961.0,6023.0,1333.62
Kepler-312 b,2.21,1.29,1685.0,6115.0,797.72
Kepler-211 c,18.3,1.29,841.0,5123.0,309.353
Kepler-212 c,7.95,2.74,664.0,5852.0,687.194
Kepler-228 d,15.4,4.04,835.0,6043.0,1644.61
Kepler-864 b,6.35,2.4,1143.0,5754.0,2022.9
K2-394 b,3.51,1.692,643.0,4938.0,98.0152
Kepler-230 b,16.8,4.26,506.0,5588.0,740.754
TOI-444 b,8.1,2.77,609.0,5225.0,57.3973
TOI-2202 b,287.31687993,10.95117414,652.07,5169.0,235.933
Wendelstein-2 b,232.33373,12.9934728,2470.0,4591.0,565.541
Kepler-166 b,5.77,2.27,772.0,5413.0,603.53
Kepler-181 c,4.62,1.99,937.0,5333.0,609.283
Kepler-106 d,8.1,0.95,649.0,5858.0,444.322
Kepler-131 c,8.25,0.84,615.0,5685.0,228.678
Kepler-320 b,1.55,1.14,1292.0,6435.0,826.613
Kepler-169 e,5.48,2.2,595.0,4997.0,406.529
Kepler-249 c,2.89,1.51,429.0,3568.0,190.401
Kepler-174 b,4.5,1.96,553.0,4880.0,384.757
Kepler-231 c,24.1,1.93,393.0,3767.0,316.618
Kepler-197 c,5.3,1.23,930.0,6004.0,330.575
Kepler-151 b,9.59,3.06,639.0,5460.0,649.919
Kepler-241 b,6.04,2.33,562.0,4699.0,512.0
Kepler-232 b,9.69,3.08,1104.0,5847.0,1349.13
Kepler-233 b,6.48,2.43,751.0,5360.0,856.417
Kepler-143 b,6.39,2.41,838.0,5848.0,809.467
Kepler-332 d,1.76,1.18,427.0,4955.0,344.19
HIP 9618 b,8.3,3.82838127,640.88,5649.0,67.5478
TOI-1453 b,2.32,1.173,944.2,4975.0,78.7415
TOI-1450 A b,1.258,1.13,722.0,3437.0,22.4467
GJ 3512 c,143.97626837,14.3,,3141.0,9.48637
TOI-1450 A c,1.527,1.13,533.0,3437.0,22.4467
Kepler-453 b,16.0,6.204,,5527.0,442.846
TOI-1420 b,25.1,11.89,957.0,5510.0,201.918
KOI-4978 b,0.271,0.7,,5050.28,936.341
Kepler-311 d,4.86,2.05,327.0,5903.0,778.654
K2-369 b,2.28,1.313,,5682.0,185.55
HD 93083 b,143.34061156,14.3,,5033.8,28.5159
LHS 1678 d,0.907,0.981,462.95,3490.0,19.8782
Kepler-1515 b,66.2,9.55,380.0,6511.0,539.321
TOI-5616 b,624.0,10.78,939.0,3996.0,390.415
TOI-2194 b,4.61,1.9892,590.88,4756.0,19.5711
K2-388 b,14.5,3.9,874.0,5310.0,290.495
K2-397 b,6.42,2.417,,5387.0,199.354
KIC 3558849 b,38.1,6.9,,6175.0,1215.7
HD 215152 c,468.79690033,,,4935.0,21.5974
Kepler-440 b,4.12,1.86,229.0,4134.0,301.03
HD 23472 e,0.72,0.818,723.0,4684.0,39.0341
HD 73344 c,118.54999581,13.5,,6148.0,35.26
TOI-1301.01,6.7,2.477,737.36,4820.0,90.8693
TOI-1221 b,1112.3994245,2.91,440.0,5592.0,138.411
Kepler-490 b,,11.65,1597.0,6045.0,1523.0
TOI-697 b,6.16,2.35859364,839.8,5681.95,93.7714
